year,title,test,budget_2013,domgross_2013,intgross_2013,rated,metascore,imdb_rating,genre
2002,Austin Powers in Goldmember,Fail,8.1596291,27.6025731,37.9148984,PG-13,62,6.2,Action
2002,Bend It Like Beckham,Pass,0.7253004,4.2149599,9.937959,PG-13,66,6.7,Comedy
2002,Blade II,Fail,6.9939678,10.5786208,19.9896148,R,52,6.7,Action
2002,Blue Crush,Pass,3.8855376,5.1960544,6.6855105,PG-13,61,5.6,Drama
2002,Cabin Fever,Pass,0.1942769,2.7403645,3.9310844,R,56,5.6,Horror
2002,Catch Me If You Can,Fail,6.7349319,21.3195306,45.474623,PG-13,76,8,Biography
2002,Chicago,Pass,3.8855376,22.1070926,39.8510478,PG-13,82,7.2,Comedy
2002,Crossroads,Pass,1.5542151,4.8165989,7.3825215,PG-13,27,3.2,Adventure
2002,Death to Smoochy,Fail,6.4758961,1.0822278,1.0845911,R,38,6.4,Comedy
2002,Die Another Day,Fail,18.3915449,20.8448913,55.9442481,PG-13,56,6.1,Action
2002,Drumline,Fail,2.5903584,7.3045727,7.3045727,PG-13,63,5.5,Comedy
2002,Equilibrium,Fail,2.5903584,0.1541287,0.6923858,R,33,7.6,Action
2002,Far from Heaven,Pass,1.7484919,2.0595744,3.7596351,PG-13,84,7.4,Drama
2002,Frida,Fail,1.5542151,3.3525714,7.2155308,R,61,7.4,Biography
2002,Gangs of New York,Fail,12.5632384,10.0674928,24.6602123,R,72,7.5,Crime
2002,Gerry,Fail,0.9066255,0.032986,0.032986,R,54,6.2,Adventure
2002,Harry Potter and the Chamber of Secrets,Pass,12.9517922,33.9321257,113.8436153,PG,63,7.3,Adventure
2002,High Crimes,Pass,5.4397527,5.3805898,8.2607955,PG-13,48,6.3,Crime
2002,I Spy,Fail,9.0662545,4.3467687,7.8073173,PG-13,35,5.4,Action
2002,Ice Age,Fail,8.4186649,22.8453301,50.0089862,PG,60,7.6,Animation
2002,Igby Goes Down,Fail,1.1656613,0.6187673,0.6187673,R,72,7,Comedy
2002,Insomnia,Fail,5.9578244,8.7117875,14.7161499,R,78,7.2,Crime
2002,Maid in Manhattan,Pass,7.1234857,12.1659935,21.2199853,PG-13,45,4.9,Comedy
2002,May,Pass,0.2266564,0.01885,0.0644143,R,58,6.8,Drama
2002,Men in Black II,Fail,18.132509,24.6626476,57.2168477,PG-13,49,6,Action
2002,Minority Report,Fail,13.210828,17.0995666,46.4742312,PG-13,80,7.7,Action
2002,My Big Fat Greek Wedding,Pass,0.6475896,31.2705749,45.6217193,PG,62,6.6,Comedy
2002,Panic Room,Pass,6.2168602,12.3441416,25.4254517,R,65,6.8,Crime
2002,Phone Booth,Fail,1.4246971,6.031159,12.6716628,R,56,7.1,Mystery
2002,Queen of the Damned,Pass,4.5331273,3.9254038,3.9254038,R,30,5.1,Fantasy
2002,Rabbit-Proof Fence,Pass,0.9066255,0.8029593,2.1845695,PG,80,7.5,Adventure
2002,Real Women Have Curves,Pass,0.3885538,0.7580935,0.7580935,PG-13,71,7,Comedy
2002,Red Dragon,Fail,10.1023979,12.0393928,26.7396769,R,60,7.2,Crime
2002,Reign of Fire,Fail,7.7710753,5.5772984,10.639921,PG-13,39,6.1,Action
2002,Resident Evil,Pass,4.5331273,5.1962213,13.4423285,R,33,6.7,Action
2002,Scooby-Doo,Pass,10.8795054,19.8543415,35.7850459,PG,35,4.9,Adventure
2002,Signs,Fail,9.1572563,29.5256424,52.8777236,PG-13,59,6.7,Drama
2002,Snow Dogs,Fail,4.1445735,10.510469,15.1403896,PG,29,5.1,Adventure
2002,Solaris,Fail,6.0873423,1.9388882,1.9388882,PG-13,65,6.2,Drama
2002,Spider-Man,Fail,18.0029911,52.2872106,106.4074398,PG-13,73,7.3,Action
2002,Spirit: Stallion of the Cimarron,Fail,10.3614337,9.4826948,13.7956416,G,52,6.9,Animation
2002,Spun,Pass,0.5828306,0.0531336,0.1324514,R,41,6.8,Comedy
2002,Spy Kids 2: Island of Lost Dreams,Pass,4.921681,11.1186338,15.5060534,PG,66,5,Action
2002,Star Trek: Nemesis,Fail,7.7710753,5.6022212,8.7182173,PG-13,51,6.4,Action
2002,Star Wars: Episode II - Attack of the Clones,Fail,14.894561,40.2382056,85.0538512,PG,53,6.8,Action
2002,The Adventures of Pluto Nash,Fail,12.9517922,0.5713168,0.918929,PG-13,12,3.7,Comedy
2002,The Banger Sisters,Pass,1.2951792,3.9252065,4.930387,R,48,5.6,Comedy
2002,The Bourne Identity,Fail,7.7710753,15.7324072,27.6261727,PG-13,68,7.9,Action
2002,The Dangerous Lives of Altar Boys,Fail,1.5542151,0.2304492,0.2304492,R,69,7.1,Comedy
2002,The Good Girl,Pass,1.0361434,1.8156206,2.1831701,R,71,6.5,Comedy
2002,The Hours,Pass,3.237948,5.3977881,12.5671845,PG-13,81,7.6,Drama
2002,The Importance of Being Earnest,Pass,1.9427688,1.0851194,1.0851194,PG,60,6.9,Comedy
2002,The Lord of the Rings: The Two Towers,Fail,12.1746846,44.3662324,120.0694576,PG-13,88,8.8,Action
2002,The Powerpuff Girls,Pass,3.237948,1.4780124,2.1274227,PG,65,6.4,Animation
2002,The Quiet American,Fail,2.5903584,1.682133,3.4125645,R,84,7.2,Drama
2002,The Ring,Pass,6.2168602,16.7199897,32.1487424,PG-13,57,7.1,Horror
2002,The Rules of Attraction,Fail,0.5180717,0.8452031,1.5281897,R,50,6.8,Comedy
2002,The Santa Clause 2,Fail,8.4186649,18.0322432,22.3840454,G,48,5.5,Comedy
2002,The Sweetest Thing,Pass,5.5692706,3.1641581,5.7808305,R,32,5,Comedy
2002,The Transporter,Fail,2.7198764,3.2763432,5.689584,PG-13,51,6.8,Action
2002,The Tuxedo,Fail,7.7710753,6.5517936,13.525508,PG-13,30,5.2,Action
2002,Treasure Planet,Fail,12.9517922,4.9372949,11.8897452,PG,60,7,Animation
2002,Tuck Everlasting,Pass,1.9427688,2.4818223,2.5054743,PG,66,6.7,Drama
2002,Two Weeks Notice,Pass,7.7710753,12.0911349,25.7796757,PG-13,42,6,Comedy
2002,We Were Soldiers,Pass,9.0662545,10.1179654,14.8502998,R,65,7.1,Action
2002,Whale Rider,Pass,0.5569271,2.6913392,5.1667906,PG-13,79,7.7,Drama
2002,White Oleander,Pass,2.0722867,2.1186244,2.8050694,PG-13,61,7.2,Drama
2002,xXx,Fail,9.0662545,18.3824786,34.6071886,PG-13,48,5.8,Action
2001,A Beautiful Mind,Fail,10.2635985,22.4626742,41.800223,PG-13,72,8.2,Biography
2001,American Outlaws,Fail,4.6054609,1.7454678,1.7454678,PG-13,25,5.9,Action
2001,Antitrust,Fail,3.9475379,1.4428526,2.3507863,PG-13,31,6.1,Crime
2001,Atlantis: The Lost Empire,Fail,11.8426136,11.0600487,24.4811851,PG,52,6.7,Animation
2001,Black Hawk Down,Fail,12.5005366,14.2951853,21.0128869,R,74,7.7,Drama
2001,Blow,Fail,3.9475379,6.9727697,10.9586673,R,52,7.6,Biography
2001,Donnie Darko,Fail,0.5921307,0.1671811,1.0127447,R,71,8.1,Drama
2001,Dr. Dolittle 2,Pass,9.4740909,14.862575,23.1722738,PG,49,4.6,Comedy
2001,Evolution,Pass,10.5267677,5.0411551,12.9402834,PG-13,40,6,Comedy
2001,From Hell,Fail,4.6054609,4.1578506,9.0414888,R,54,6.9,Horror
2001,Ghost World,Pass,0.7237153,0.8181731,1.1528926,R,88,7.5,Comedy
2001,Gosford Park,Pass,2.3685227,5.4344576,5.4344576,R,90,7.3,Drama
2001,Hannibal,Pass,11.4478598,21.7235991,46.0678038,R,57,6.7,Crime
2001,Hedwig and the Angry Inch,Pass,0.7895076,0.403611,0.4794811,R,85,7.8,Comedy
2001,High Heels and Low Lifes,Pass,1.315846,0.0298423,0.0298423,R,39,6.2,Action
2001,Impostor,Fail,5.2633838,0.8045394,0.8045394,R,33,6.2,Sci-Fi
2001,Jason X,Pass,1.8421843,1.7265945,2.2305955,R,25,4.3,Horror
2001,Jay and Silent Bob Strike Back,Pass,2.8948611,3.9553522,4.4426118,R,51,6.9,Comedy
2001,Jeepers Creepers,Pass,1.315846,4.9876055,7.7554691,R,49,6,Horror
2001,Josie and the Pussycats,Pass,2.8948611,1.8754529,1.8754529,PG-13,47,5.3,Comedy
2001,Kiss of the Dragon,Fail,3.2896149,4.8467177,4.8467177,R,58,6.6,Action
2001,Kissing Jessica Stein,Pass,0.1973769,0.9244768,1.1621399,R,72,6.7,Comedy
2001,L.I.E.,Fail,0.0921092,0.1501334,0.1501334,NC-17,73,7.3,Crime
2001,Lara Croft: Tomb Raider,Fail,12.368952,17.2565543,36.1389438,PG-13,33,5.7,Action
2001,Legally Blonde,Pass,2.3685227,12.6970485,18.6599109,PG-13,59,6.2,Comedy
2001,Monkeybone,Fail,9.8688447,0.7118091,0.7118091,PG-13,40,4.7,Animation
2001,Monsoon Wedding,Pass,0.1579015,1.825996,3.5561527,R,77,7.4,Comedy
2001,"Monsters, Inc.",Fail,15.1322285,38.0836644,73.6554932,G,78,8.1,Animation
2001,Moulin Rouge!,Pass,6.9739836,7.5511622,23.5816959,PG-13,66,7.7,Drama
2001,Nowhere in Africa,Pass,0.8552999,0.8123355,0.8123355,R,72,7.7,Biography
2001,Osmosis Jones,Fail,9.2109217,1.789144,1.789144,PG,57,6.2,Animation
2001,Pearl Harbor,Fail,19.9350663,26.1247866,59.1130447,PG-13,44,5.9,Action
2001,Save the Last Dance,Pass,1.7105997,11.9792347,17.3215693,PG-13,53,6.1,Drama
2001,Shallow Hal,Pass,5.2633838,9.3209654,9.3209654,PG-13,48,5.9,Comedy
2001,Shaolin Soccer,Fail,1.315846,0.064328,5.6286669,PG,68,7.3,Action
2001,Shrek,Fail,6.5792298,35.2192764,64.7149877,PG,84,7.9,Animation
2001,Someone Like You...,Pass,3.0264457,3.597264,5.0903377,PG-13,32,6.1,Comedy
2001,Spy Kids,Pass,4.6054609,14.8285394,26.0132301,PG,71,5.4,Action
2001,Super Troopers,Fail,0.3947538,2.43331,3.0325173,R,48,7.1,Comedy
2001,The Fast and the Furious,Fail,5.0002146,19.0155939,27.1738388,PG-13,58,6.5,Action
2001,The Glass House,Pass,2.8948611,2.3621318,3.0082587,PG-13,34,5.7,Thriller
2001,The Legend of Suriyothai,Pass,1.1842614,0.059773,0.059773,R,58,6.6,Action
2001,The Lord of the Rings: The Fellowship of the Ring,Fail,14.3427209,41.5208284,116.7441808,PG-13,92,8.9,Action
2001,The Majestic,Fail,9.4740909,3.657531,4.9089389,PG,27,6.9,Drama
2001,The One,Fail,6.4476452,5.7773198,5.7773198,PG-13,25,5.9,Action
2001,The Others,Pass,2.2369381,12.7008987,27.625796,PG-13,74,7.6,Drama
2001,The Princess Diaries,Pass,3.9475379,14.2433448,21.7555094,G,52,6.1,Comedy
2001,The Royal Tenenbaums,Pass,3.6843687,6.888932,9.3992029,R,75,7.6,Comedy
2001,The Wedding Planner,Pass,3.6843687,7.9478222,12.4648152,PG-13,33,5.1,Comedy
2001,Thir13en Ghosts,Fail,2.5001073,5.5091786,9.0093288,R,30,5.5,Horror
2001,Training Day,Fail,5.9213068,10.0347776,13.7512958,R,70,7.7,Crime
2001,Valentine,Fail,1.315846,2.6822383,2.6822383,R,18,4.6,Horror
2001,Vanilla Sky,Fail,9.2109217,13.2393654,26.6756984,R,45,6.9,Fantasy
2001,Zoolander,Pass,3.6843687,5.9439723,7.9978408,PG-13,61,6.6,Comedy
2000,28 Days,Pass,5.817506,5.0105659,8.3966868,PG-13,46,5.9,Comedy
2000,Almost Famous,Pass,8.1174503,4.3999763,6.4088881,R,90,8,Drama
2000,American Psycho,Fail,1.0823267,2.0388715,3.8793859,R,64,7.6,Crime
2000,Beautiful Creatures,Pass,6.7645419,2.6316961,7.5682603,R,40,5.9,Comedy
2000,Best in Show,Pass,0.811745,2.5192844,2.7998998,PG-13,78,7.5,Comedy
2000,Billy Elliot,Pass,0.6764542,2.9757576,14.7846184,PG-13,74,7.7,Comedy
2000,Boiler Room,Fail,1.2176175,2.2950688,3.8928095,R,63,7,Crime
2000,Bring It On,Pass,1.3529084,9.2476091,12.2375366,PG-13,52,5.9,Comedy
2000,Cast Away,Fail,11.4997212,31.6082883,57.8003746,PG-13,73,7.7,Adventure
2000,Center Stage,Pass,2.4352351,2.3271276,2.3271276,PG-13,52,6.6,Drama
2000,Chicken Run,Pass,5.6822152,14.4482383,30.8184297,G,88,7.1,Animation
2000,Chocolat,Pass,3.382271,9.6475572,20.6318992,PG-13,64,7.3,Drama
2000,Coyote Ugly,Fail,6.0880877,8.2238253,15.6648214,PG-13,27,5.5,Comedy
2000,Dancer in the Dark,Pass,1.6911355,0.5624704,6.1635111,R,61,8,Crime
2000,Erin Brockovich,Pass,6.7645419,16.9855868,34.8786874,R,73,7.2,Biography
2000,Final Destination,Fail,3.1116893,7.2113147,15.157562,R,36,6.8,Horror
2000,Gladiator,Fail,13.9349563,25.3918993,61.9204256,R,64,8.5,Action
2000,Gone in Sixty Seconds,Fail,13.9755436,13.7513677,31.4744675,PG-13,35,6.4,Action
2000,High Fidelity,Fail,2.7058168,3.6903356,6.4779503,R,79,7.6,Comedy
2000,Hollow Man,Pass,12.1761754,9.904553,25.8676083,R,24,5.7,Action
2000,Little Nicky,Fail,10.8232671,5.3362591,7.88345,PG-13,38,5.3,Comedy
2000,Meet the Parents,Fail,7.4409961,22.488725,41.2095756,PG-13,73,7,Comedy
2000,Memento,Fail,0.6764542,3.4559865,5.374171,R,80,8.6,Mystery
2000,Miss Congeniality,Pass,6.0880877,14.4500988,28.8738993,PG-13,43,6.1,Action
2000,Mission to Mars,Fail,12.1761754,8.2357777,14.3408288,PG,34,5.5,Adventure
2000,"O Brother, Where Art Thou?",Fail,3.5175618,6.1566286,10.2501499,PG-13,69,7.8,Comedy
2000,Pitch Black,Pass,3.1116893,5.3081479,7.1950493,R,49,7.1,Action
2000,Red Planet,Fail,10.8232671,2.3650043,4.5273684,PG-13,34,5.6,Sci-Fi
2000,Remember the Titans,Fail,4.0587251,15.6470282,18.4951617,PG,48,7.7,Biography
2000,Requiem for a Dream,Pass,0.6088088,0.4918474,0.9998139,R,68,8.4,Drama
2000,Return to Me,Fail,3.2469801,4.4189098,4.4189098,PG,54,6.9,Comedy
2000,Romeo Must Die,Fail,3.382271,7.5726795,12.3164396,R,52,6,Action
2000,Saving Grace,Pass,0.5411634,1.6476533,3.7593061,R,62,6.9,Comedy
2000,Scream 3,Pass,5.4116335,12.059565,21.8952089,R,56,5.5,Horror
2000,Sexy Beast,Fail,0.5817506,0.9397377,1.3738212,R,79,7.3,Crime
2000,Shanghai Noon,Fail,7.4409961,7.7024193,9.6313324,PG-13,77,6.6,Action
2000,Snatch.,Fail,1.3529084,4.0713217,11.3093815,R,55,8.4,Comedy
2000,Songcatcher,Pass,0.2435235,0.4127634,0.4127634,PG-13,63,7.2,Drama
2000,The Beach,Fail,6.7645419,5.38168,5.38168,R,43,6.6,Adventure
2000,The Cell,Fail,4.7351793,8.2907528,11.6230018,R,40,6.3,Sci-Fi
2000,The Gift,Fail,1.3529084,1.6246592,6.0295888,R,62,6.7,Crime
2000,The Patriot,Fail,14.8819922,15.332557,29.1281175,R,63,7.1,Action
2000,The Road to El Dorado,Fail,12.8526296,6.8731346,8.8886081,PG,51,6.8,Animation
2000,The Way of the Gun,Fail,1.2176175,0.8182195,1.7671601,R,49,6.7,Action
2000,The Whole Nine Yards,Pass,3.2469801,7.7470905,11.5711368,R,47,6.7,Comedy
2000,Titan A.E.,Pass,10.1468129,3.0781343,4.972206,PG,48,6.6,Animation
2000,Unbreakable,Fail,9.9091212,12.8525137,33.565541,PG-13,62,7.2,Drama
2000,Urbania,Fail,0.0304404,0.1396303,0.1396303,R,73,7,Drama
2000,Vertical Limit,Fail,10.1468129,9.2638183,28.8845939,PG-13,48,5.8,Action
2000,What Lies Beneath,Pass,12.1761754,21.0329023,39.0576517,PG-13,51,6.6,Drama
2000,What Women Want,Fail,8.7939045,24.7318583,50.3417209,PG-13,47,6.4,Comedy
2000,Where the Heart Is,Pass,2.0293626,4.5689304,5.5282615,PG-13,30,6.8,Comedy
2000,X-Men,Fail,10.1468129,21.2812106,40.0920487,PG-13,64,7.4,Action
1999,10 Things I Hate About You,Pass,1.8180006,5.3390436,8.448672,PG-13,70,7.2,Comedy
1999,8MM,Fail,5.5938481,5.096477,13.4810098,R,19,6.4,Crime
1999,American Beauty,Pass,2.097693,18.188124,49.8213351,R,86,8.5,Drama
1999,American Pie,Fail,1.6781544,14.236476,32.825141,R,58,7,Comedy
1999,Analyze This,Fail,4.1953861,14.9475534,24.7367876,R,61,6.7,Comedy
1999,Anna and the King,Fail,10.4884652,5.4891212,5.4891212,PG-13,56,6.7,Comedy
1999,Anywhere But Here,Fail,3.2164627,2.6086372,2.6086372,PG-13,59,6.1,Comedy
1999,Austin Powers: The Spy Who Shagged Me,Fail,4.8946171,28.8139235,43.3988407,PG-13,59,6.6,Action
1999,Being John Malkovich,Pass,1.8180006,3.196734,4.528553,R,90,7.8,Comedy
1999,Black and White,Pass,1.398462,0.732978,0.732978,R,47,5,Crime
1999,Blue Streak,Fail,5.0344633,9.5386564,16.4246788,PG-13,46,6.2,Action
1999,Cruel Intentions,Pass,1.5383082,5.3463308,10.6008618,R,56,6.9,Drama
1999,Dick,Pass,1.8180006,0.8777963,0.8777963,PG-13,65,6.2,Comedy
1999,Dogma,Fail,1.398462,4.286485,6.1460819,R,62,7.4,Adventure
1999,Drop Dead Gorgeous,Pass,1.398462,1.4783713,1.4783713,PG-13,28,6.5,Comedy
1999,Election,Pass,1.1886927,2.0898032,2.4057538,R,83,7.3,Comedy
1999,Eyes Wide Shut,Pass,9.0900032,7.788204,12.0627912,R,68,7.3,Drama
1999,Fight Club,Fail,9.0900032,5.1785192,14.1040144,R,66,8.9,Drama
1999,Flawless,Fail,3.7758475,0.627278,0.627278,R,50,6.4,Comedy
1999,For Love of the Game,Fail,6.9923101,4.9209977,6.4486776,PG-13,43,6.5,Drama
1999,Galaxy Quest,Fail,6.2930791,9.9883369,12.6593993,PG,70,7.3,Adventure
1999,"Girl, Interrupted",Pass,3.3563089,4.0375263,4.0375263,R,51,7.3,Biography
1999,Jawbreaker,Pass,0.4195386,0.4302816,0.4302816,R,22,5.3,Comedy
1999,Magnolia,Fail,5.1743095,3.1396836,6.7751013,R,77,8,Drama
1999,Mystery Men,Fail,9.5095418,4.1621042,4.6795352,PG-13,65,6,Action
1999,Notting Hill,Pass,5.8735405,16.2347007,50.8660113,PG-13,66,7,Comedy
1999,Office Space,Fail,1.398462,1.5142285,1.7939209,R,68,7.9,Comedy
1999,Payback,Fail,6.9923101,11.4011185,22.6027993,R,46,7.1,Action
1999,Ravenous,Fail,1.6781544,0.2884196,0.2884196,R,45,7.1,Horror
1999,Sleepy Hollow,Pass,9.7892342,14.1340236,28.9577211,R,65,7.5,Drama
1999,Star Wars: Episode I - The Phantom Menace,Pass,16.0823133,66.3632711,140.8313741,PG,51,6.5,Action
1999,Stuart Little,Fail,14.6838513,19.5805974,41.7860454,PG,61,5.9,Animation
1999,Tarzan,Fail,20.2776994,23.9265412,62.677924,G,79,7.2,Animation
1999,The 13th Warrior,Fail,17.4807753,4.5728169,8.6283567,R,42,6.5,Action
1999,The Blair Witch Project,Pass,0.0839077,19.6538593,34.7238122,R,81,6.4,Horror
1999,The Boondock Saints,Fail,0.9789234,0.0042613,0.057599,R,44,7.9,Action
1999,The Green Mile,Fail,8.3907722,19.1311527,40.6534833,R,61,8.5,Crime
1999,The Iron Giant,Fail,6.9923101,3.2387409,4.3819293,PG,85,7.9,Animation
1999,The Matrix,Pass,9.0900032,23.9808171,64.3684004,R,73,8.7,Action
1999,The Mummy,Fail,11.1876962,21.7300705,58.2299294,PG-13,48,7,Action
1999,The Sixth Sense,Fail,5.5938481,41.0457404,94.0894052,PG-13,64,8.2,Drama
1999,The Talented Mr. Ripley,Fail,5.5938481,11.3683964,18.011091,R,76,7.3,Crime
1999,Three to Tango,Fail,2.7969241,1.4782268,1.4782268,PG-13,36,6.1,Comedy
1999,Topsy-Turvy,Pass,2.7969241,0.8672922,0.8672922,R,90,7.4,Biography
1999,Toy Story 2,Fail,12.5861583,34.3814937,71.5115132,G,88,7.9,Animation
1999,Virus,Fail,10.4884652,1.9593418,4.2830263,R,19,4.8,Action
1999,Wild Wild West,Fail,24.4730855,15.9152923,30.9380824,PG-13,38,4.7,Action
1999,Wing Commander,Fail,4.1953861,1.6191424,1.6191424,PG-13,21,4,Action
1998,54,Fail,1.857872,2.3948203,2.3948203,R,33,5.7,Drama
1998,American History X,Fail,1.4291323,0.9603575,0.9603575,R,62,8.6,Crime
1998,Armageddon,Fail,20.0078524,28.8081893,79.2596781,PG-13,42,6.6,Action
1998,Beloved,Pass,7.5744013,3.2659228,3.2659228,R,57,5.8,Drama
1998,Blade,Fail,6.4310954,10.0242021,18.7556021,R,45,7.1,Action
1998,Dark City,Fail,3.8586572,2.0629634,3.8953947,R,66,7.8,Mystery
1998,Deep Impact,Pass,11.4330585,20.074259,49.9431243,PG-13,40,6.1,Action
1998,Elizabeth,Pass,3.5728308,4.2992157,11.7404137,R,75,7.6,Biography
1998,Enemy of the State,Fail,12.1476247,15.9419475,35.821178,R,67,7.3,Action
1998,Fear and Loathing in Las Vegas,Fail,2.6438948,1.5263526,1.9596124,R,41,7.8,Comedy
1998,Godzilla,Fail,17.8641539,19.4811162,53.735375,PG-13,32,5.2,Action
1998,Halloween H20: 20 Years Later,Pass,2.4295249,7.8661926,7.8661926,R,52,5.6,Horror
1998,Hope Floats,Pass,4.2873969,8.5905591,11.6515728,PG-13,42,5.8,Drama
1998,Little Voice,Pass,0.8574794,0.6566863,3.1136839,R,68,7,Comedy
1998,"Lock, Stock and Two Smoking Barrels",Fail,0.1929329,0.5570142,4.0524745,R,66,8.2,Comedy
1998,Lost in Space,Pass,11.4330585,9.8778237,19.4429617,PG-13,42,5,Action
1998,Mulan,Fail,12.8621908,17.2382303,43.3741657,G,71,7.5,Animation
1998,Out of Sight,Fail,6.8598351,5.368188,11.0847172,R,85,7.1,Comedy
1998,Pi,Fail,0.0097181,0.4603452,0.6686214,R,72,7.5,Sci-Fi
1998,Practical Magic,Pass,8.5747939,6.6955646,9.7662611,PG-13,46,6,Comedy
1998,Primary Colors,Pass,9.28936,5.5761862,5.5761862,R,70,6.7,Comedy
1998,Rounders,Fail,1.7149588,3.2758425,3.2758425,R,54,7.4,Crime
1998,Run Lola Run,Fail,0.2500982,1.0385968,2.0769827,R,77,7.8,Action
1998,Rush Hour,Pass,5.0019631,20.1774709,35.0566156,PG-13,60,6.9,Action
1998,Rushmore,Fail,1.4291323,2.4445621,2.7268466,R,86,7.8,Comedy
1998,Saving Private Ryan,Fail,9.28936,30.917146,69.3179313,R,90,8.6,Action
1998,Shakespeare in Love,Pass,3.715744,14.3367401,39.9442481,R,87,7.2,Comedy
1998,Six Days Seven Nights,Fail,11.4330585,10.6240687,23.5521005,PG-13,51,5.7,Action
1998,Sliding Doors,Pass,0.8574794,1.7022681,8.4046055,R,59,6.8,Comedy
1998,Slums of Beverly Hills,Pass,0.7145662,0.7864191,0.7864191,R,69,6.6,Comedy
1998,Smoke Signals,Pass,0.2858265,0.9602769,1.1085232,PG-13,76,7.2,Comedy
1998,Sphere,Fail,10.4326659,5.2975497,7.169713,PG-13,35,6,Drama
1998,Star Trek: Insurrection,Pass,10.0039262,10.030745,16.8351786,PG,64,6.4,Action
1998,Stepmom,Pass,7.1456616,13.0247778,22.829714,PG-13,58,6.6,Comedy
1998,The Avengers,Pass,8.5747939,3.3420854,6.9434988,PG-13,12,3.6,Action
1998,The Big Lebowski,Fail,2.1436985,2.5008106,6.6011004,R,69,8.2,Comedy
1998,The Faculty,Fail,2.1436985,5.7570196,5.7570196,R,61,6.4,Horror
1998,The Man in the Iron Mask,Fail,5.0019631,8.1415051,8.1415051,PG-13,48,6.4,Action
1998,The Mask of Zorro,Fail,9.28936,13.4093691,33.3988221,PG-13,63,6.7,Action
1998,The Negotiator,Fail,7.1456616,6.3890455,7.0178637,R,62,7.3,Action
1998,The Prince of Egypt,Fail,8.5747939,14.4932864,31.2408324,PG,64,6.9,Animation
1998,The Thin Red Line,Fail,7.431488,5.2021118,5.2021118,R,78,7.6,Drama
1998,The Truman Show,Fail,8.5747939,17.952503,35.4996466,PG,90,8,Comedy
1998,Urban Legend,Pass,2.0007852,5.4473818,10.3714796,R,35,5.4,Horror
1998,Velvet Goldmine,Fail,1.2862191,0.1506002,0.6948401,R,65,7,Drama
1998,Wild Things,Fail,2.8582646,4.2581425,7.9426456,R,52,6.5,Crime
1997,Air Force One,Fail,12.3355241,25.1000935,45.7529453,R,61,6.4,Action
1997,Alien: Resurrection,Pass,8.7074287,6.9361952,23.3213967,R,63,6.3,Action
1997,Anastasia,Pass,7.6915621,8.4757254,20.2885136,G,59,7,Animation
1997,As Good as It Gets,Pass,7.2561906,21.547695,45.5851198,PG-13,67,7.8,Comedy
1997,Austin Powers: International Man of Mystery,Fail,2.6122286,7.8198499,9.8225585,PG-13,51,7,Comedy
1997,Boogie Nights,Fail,2.1768572,3.8328318,6.2565379,R,85,7.9,Drama
1997,Chasing Amy,Pass,0.036281,1.7424311,2.1993652,R,71,7.4,Comedy
1997,Con Air,Fail,11.609905,14.6745677,32.5247966,R,52,6.8,Action
1997,Conspiracy Theory,Fail,11.609905,11.046678,20.7213175,R,49,6.7,Action
1997,Contact,Pass,13.0611431,14.6459429,24.0760405,PG,62,7.4,Drama
1997,Event Horizon,Pass,8.7074287,3.8709226,3.8709226,R,35,6.7,Horror
1997,Fever Pitch,Pass,5.8049525,6.1055139,7.2665044,R,55,6.7,Comedy
1997,Flubber,Fail,11.609905,13.4956149,25.831139,PG,37,4.9,Comedy
1997,G.I. Jane,Pass,7.2561906,6.9904916,6.9904916,R,62,5.8,Action
1997,Gattaca,Fail,5.2244573,1.8188044,1.8188044,PG-13,64,7.8,Drama
1997,George of the Jungle,Pass,7.9818097,15.2762052,25.318773,PG,53,5.4,Action
1997,Good Will Hunting,Fail,1.4512381,20.0899879,32.7883215,R,70,8.2,Drama
1997,Grosse Pointe Blank,Pass,2.1768572,4.075709,4.5090566,R,76,7.4,Action
1997,I Know What You Did Last Summer,Pass,2.4671048,10.4852087,18.1767707,R,52,5.6,Horror
1997,In the Company of Men,Fail,0.0036281,0.4184879,0.4184879,R,81,7.3,Comedy
1997,Jackie Brown,Pass,1.7414858,5.7575205,10.8447385,R,64,7.5,Crime
1997,Kiss the Girls,Fail,3.9183429,8.7840357,8.7840357,R,46,6.5,Crime
1997,L.A. Confidential,Fail,5.0793334,9.3757206,16.0514159,R,90,8.3,Crime
1997,Liar Liar,Fail,6.5305716,26.3270001,43.9305185,PG-13,68,6.8,Comedy
1997,Men in Black,Fail,13.0611431,36.3811668,85.302404,PG-13,71,7.2,Comedy
1997,Mortal Kombat: Annihilation,Pass,4.3537144,5.2139221,7.4488288,PG-13,11,3.6,Action
1997,Orgazmo,Fail,0.1451238,0.0844655,0.0910343,NC-17,48,6.2,Comedy
1997,Scream 2,Pass,3.4829715,14.7102287,14.7102287,R,63,6,Horror
1997,Selena,Pass,2.9024763,5.1446556,5.1446556,PG,65,6.6,Biography
1997,Spawn,Pass,5.8049525,7.9789061,12.7636188,PG-13,34,5.2,Action
1997,Starship Troopers,Pass,14.5123812,7.9482791,17.5744937,R,51,7.2,Action
1997,The Fifth Element,Fail,13.7867622,9.2256459,38.2981741,PG-13,52,7.6,Action
1997,The Game,Fail,7.2561906,7.0044851,7.0044851,R,61,7.8,Drama
1997,The Lost World: Jurassic Park,Fail,10.8842859,33.2459322,114.1669701,PG-13,59,6.4,Action
