country,year,series,value
Niue,2010,Tourist/visitor arrivals (thousands),6.2
Niue,2016,Tourist/visitor arrivals (thousands),8.9
Niue,2017,Tourist/visitor arrivals (thousands),9.8
Niue,1995,Tourism expenditure (millions of US dollars),2
Niue,2005,Tourism expenditure (millions of US dollars),1.2
Niue,2010,Tourism expenditure (millions of US dollars),2.2
North Macedonia,1995,Tourist/visitor arrivals (thousands),147
North Macedonia,2005,Tourist/visitor arrivals (thousands),197
North Macedonia,2010,Tourist/visitor arrivals (thousands),262
North Macedonia,2016,Tourist/visitor arrivals (thousands),510
North Macedonia,2017,Tourist/visitor arrivals (thousands),631
North Macedonia,2018,Tourist/visitor arrivals (thousands),707
North Macedonia,2005,Tourism expenditure (millions of US dollars),116
North Macedonia,2010,Tourism expenditure (millions of US dollars),199
North Macedonia,2016,Tourism expenditure (millions of US dollars),283
North Macedonia,2017,Tourism expenditure (millions of US dollars),331
North Macedonia,2018,Tourism expenditure (millions of US dollars),387
Northern Mariana Islands,1995,Tourist/visitor arrivals (thousands),669
Northern Mariana Islands,2005,Tourist/visitor arrivals (thousands),498
Northern Mariana Islands,2010,Tourist/visitor arrivals (thousands),375
Northern Mariana Islands,2016,Tourist/visitor arrivals (thousands),526
Northern Mariana Islands,2017,Tourist/visitor arrivals (thousands),656
Northern Mariana Islands,2018,Tourist/visitor arrivals (thousands),517
Northern Mariana Islands,1995,Tourism expenditure (millions of US dollars),655
Norway,1995,Tourist/visitor arrivals (thousands),2880
Norway,2005,Tourist/visitor arrivals (thousands),3824
Norway,2010,Tourist/visitor arrivals (thousands),4767
Norway,2016,Tourist/visitor arrivals (thousands),5960
Norway,2017,Tourist/visitor arrivals (thousands),6252
Norway,2018,Tourist/visitor arrivals (thousands),5688
Norway,1995,Tourism expenditure (millions of US dollars),2730
Norway,2005,Tourism expenditure (millions of US dollars),4243
Norway,2010,Tourism expenditure (millions of US dollars),5299
Norway,2016,Tourism expenditure (millions of US dollars),6285
Norway,2017,Tourism expenditure (millions of US dollars),6840
Norway,2018,Tourism expenditure (millions of US dollars),7096
Oman,2005,Tourist/visitor arrivals (thousands),891
Oman,2010,Tourist/visitor arrivals (thousands),1441
Oman,2016,Tourist/visitor arrivals (thousands),2335
Oman,2017,Tourist/visitor arrivals (thousands),2316
Oman,2018,Tourist/visitor arrivals (thousands),2301
Oman,2005,Tourism expenditure (millions of US dollars),627
Oman,2010,Tourism expenditure (millions of US dollars),1072
Oman,2016,Tourism expenditure (millions of US dollars),2390
Oman,2017,Tourism expenditure (millions of US dollars),2717
Oman,2018,Tourism expenditure (millions of US dollars),2975
Other non-specified areas,1995,Tourist/visitor arrivals (thousands),2332
Other non-specified areas,2005,Tourist/visitor arrivals (thousands),3378
Other non-specified areas,2010,Tourist/visitor arrivals (thousands),5567
Other non-specified areas,2016,Tourist/visitor arrivals (thousands),10690
Other non-specified areas,2017,Tourist/visitor arrivals (thousands),10740
Other non-specified areas,2018,Tourist/visitor arrivals (thousands),11067
Other non-specified areas,1995,Tourism expenditure (millions of US dollars),3985
Other non-specified areas,2005,Tourism expenditure (millions of US dollars),5740
Other non-specified areas,2010,Tourism expenditure (millions of US dollars),10387
Other non-specified areas,2016,Tourism expenditure (millions of US dollars),15825
Other non-specified areas,2017,Tourism expenditure (millions of US dollars),14847
Other non-specified areas,2018,Tourism expenditure (millions of US dollars),16366
Pakistan,1995,Tourist/visitor arrivals (thousands),378
Pakistan,2005,Tourist/visitor arrivals (thousands),798
Pakistan,2010,Tourist/visitor arrivals (thousands),907
Pakistan,1995,Tourism expenditure (millions of US dollars),582
Pakistan,2005,Tourism expenditure (millions of US dollars),828
Pakistan,2010,Tourism expenditure (millions of US dollars),998
Pakistan,2016,Tourism expenditure (millions of US dollars),791
Pakistan,2017,Tourism expenditure (millions of US dollars),866
Pakistan,2018,Tourism expenditure (millions of US dollars),818
Palau,1995,Tourist/visitor arrivals (thousands),53
Palau,2005,Tourist/visitor arrivals (thousands),81
Palau,2010,Tourist/visitor arrivals (thousands),85
Palau,2016,Tourist/visitor arrivals (thousands),138
Palau,2017,Tourist/visitor arrivals (thousands),123
Palau,2018,Tourist/visitor arrivals (thousands),106
Palau,2005,Tourism expenditure (millions of US dollars),63
Palau,2010,Tourism expenditure (millions of US dollars),76
Palau,2016,Tourism expenditure (millions of US dollars),148
Palau,2017,Tourism expenditure (millions of US dollars),123
Panama,1995,Tourist/visitor arrivals (thousands),345
Panama,2005,Tourist/visitor arrivals (thousands),702
Panama,2010,Tourist/visitor arrivals (thousands),1324
Panama,2016,Tourist/visitor arrivals (thousands),1921
Panama,2017,Tourist/visitor arrivals (thousands),1843
Panama,2018,Tourist/visitor arrivals (thousands),1785
Panama,1995,Tourism expenditure (millions of US dollars),372
Panama,2005,Tourism expenditure (millions of US dollars),1108
Panama,2010,Tourism expenditure (millions of US dollars),2621
Panama,2016,Tourism expenditure (millions of US dollars),6280
Panama,2017,Tourism expenditure (millions of US dollars),6824
Panama,2018,Tourism expenditure (millions of US dollars),5615
Papua New Guinea,1995,Tourist/visitor arrivals (thousands),42
Papua New Guinea,2005,Tourist/visitor arrivals (thousands),69
Papua New Guinea,2010,Tourist/visitor arrivals (thousands),140
Papua New Guinea,2016,Tourist/visitor arrivals (thousands),179
Papua New Guinea,2017,Tourist/visitor arrivals (thousands),139
Papua New Guinea,2018,Tourist/visitor arrivals (thousands),140
Papua New Guinea,2005,Tourism expenditure (millions of US dollars),9.4
Papua New Guinea,2010,Tourism expenditure (millions of US dollars),2.4
Papua New Guinea,2016,Tourism expenditure (millions of US dollars),1.6
Papua New Guinea,2017,Tourism expenditure (millions of US dollars),15.3
Paraguay,1995,Tourist/visitor arrivals (thousands),438
Paraguay,2005,Tourist/visitor arrivals (thousands),341
Paraguay,2010,Tourist/visitor arrivals (thousands),465
Paraguay,2016,Tourist/visitor arrivals (thousands),1308
Paraguay,2017,Tourist/visitor arrivals (thousands),1584
Paraguay,2018,Tourist/visitor arrivals (thousands),1181
Paraguay,1995,Tourism expenditure (millions of US dollars),162
Paraguay,2005,Tourism expenditure (millions of US dollars),96
Paraguay,2010,Tourism expenditure (millions of US dollars),243
Paraguay,2016,Tourism expenditure (millions of US dollars),356
Paraguay,2017,Tourism expenditure (millions of US dollars),399
Paraguay,2018,Tourism expenditure (millions of US dollars),393
Peru,1995,Tourist/visitor arrivals (thousands),479
Peru,2005,Tourist/visitor arrivals (thousands),1571
Peru,2010,Tourist/visitor arrivals (thousands),2299
Peru,2016,Tourist/visitor arrivals (thousands),3744
Peru,2017,Tourist/visitor arrivals (thousands),4032
Peru,2018,Tourist/visitor arrivals (thousands),4419
Peru,1995,Tourism expenditure (millions of US dollars),521
Peru,2005,Tourism expenditure (millions of US dollars),1438
Peru,2010,Tourism expenditure (millions of US dollars),2475
Peru,2016,Tourism expenditure (millions of US dollars),4288
Peru,2017,Tourism expenditure (millions of US dollars),4573
Peru,2018,Tourism expenditure (millions of US dollars),4894
Philippines,1995,Tourist/visitor arrivals (thousands),1760
Philippines,2005,Tourist/visitor arrivals (thousands),2623
Philippines,2010,Tourist/visitor arrivals (thousands),3520
Philippines,2016,Tourist/visitor arrivals (thousands),5967
Philippines,2017,Tourist/visitor arrivals (thousands),6621
Philippines,2018,Tourist/visitor arrivals (thousands),7168
Philippines,1995,Tourism expenditure (millions of US dollars),1141
Philippines,2005,Tourism expenditure (millions of US dollars),2863
Philippines,2010,Tourism expenditure (millions of US dollars),3441
Philippines,2016,Tourism expenditure (millions of US dollars),6289
Philippines,2017,Tourism expenditure (millions of US dollars),8349
Philippines,2018,Tourism expenditure (millions of US dollars),9730
Poland,1995,Tourist/visitor arrivals (thousands),19215
Poland,2005,Tourist/visitor arrivals (thousands),15200
Poland,2010,Tourist/visitor arrivals (thousands),12470
Poland,2016,Tourist/visitor arrivals (thousands),17471
Poland,2017,Tourist/visitor arrivals (thousands),18258
Poland,2018,Tourist/visitor arrivals (thousands),19622
Poland,1995,Tourism expenditure (millions of US dollars),6927
Poland,2005,Tourism expenditure (millions of US dollars),7161
Poland,2010,Tourism expenditure (millions of US dollars),10036
Poland,2016,Tourism expenditure (millions of US dollars),12052
Poland,2017,Tourism expenditure (millions of US dollars),14083
Poland,2018,Tourism expenditure (millions of US dollars),15748
Portugal,1995,Tourist/visitor arrivals (thousands),4572
Portugal,2005,Tourist/visitor arrivals (thousands),5769
Portugal,2010,Tourist/visitor arrivals (thousands),6756
Portugal,2016,Tourist/visitor arrivals (thousands),13359
Portugal,2017,Tourist/visitor arrivals (thousands),15432
Portugal,2018,Tourist/visitor arrivals (thousands),16186
Portugal,1995,Tourism expenditure (millions of US dollars),5646
Portugal,2005,Tourism expenditure (millions of US dollars),9038
Portugal,2010,Tourism expenditure (millions of US dollars),12984
Portugal,2016,Tourism expenditure (millions of US dollars),17347
Portugal,2017,Tourism expenditure (millions of US dollars),21586
Portugal,2018,Tourism expenditure (millions of US dollars),24105
Puerto Rico,1995,Tourist/visitor arrivals (thousands),3131
Puerto Rico,2005,Tourist/visitor arrivals (thousands),3686
Puerto Rico,2010,Tourist/visitor arrivals (thousands),3186
Puerto Rico,2016,Tourist/visitor arrivals (thousands),3736
Puerto Rico,2017,Tourist/visitor arrivals (thousands),3513
Puerto Rico,2018,Tourist/visitor arrivals (thousands),3068
Puerto Rico,1995,Tourism expenditure (millions of US dollars),1828
Puerto Rico,2005,Tourism expenditure (millions of US dollars),3239
Puerto Rico,2010,Tourism expenditure (millions of US dollars),3211
Puerto Rico,2016,Tourism expenditure (millions of US dollars),3974
Puerto Rico,2017,Tourism expenditure (millions of US dollars),3848
Puerto Rico,2018,Tourism expenditure (millions of US dollars),3282
Qatar,2010,Tourist/visitor arrivals (thousands),1699.5
Qatar,2016,Tourist/visitor arrivals (thousands),2938.2
Qatar,2017,Tourist/visitor arrivals (thousands),2256.5
Qatar,2018,Tourist/visitor arrivals (thousands),1819.3
Qatar,2016,Tourism expenditure (millions of US dollars),12593
Qatar,2017,Tourism expenditure (millions of US dollars),15757
Qatar,2018,Tourism expenditure (millions of US dollars),15239
Republic of Korea,1995,Tourist/visitor arrivals (thousands),3753
Republic of Korea,2005,Tourist/visitor arrivals (thousands),6023
Republic of Korea,2010,Tourist/visitor arrivals (thousands),8798
Republic of Korea,2016,Tourist/visitor arrivals (thousands),17242
Republic of Korea,2017,Tourist/visitor arrivals (thousands),13336
Republic of Korea,2018,Tourist/visitor arrivals (thousands),15347
Republic of Korea,1995,Tourism expenditure (millions of US dollars),6670
Republic of Korea,2005,Tourism expenditure (millions of US dollars),8282
Republic of Korea,2010,Tourism expenditure (millions of US dollars),14315
Republic of Korea,2016,Tourism expenditure (millions of US dollars),20924
Republic of Korea,2017,Tourism expenditure (millions of US dollars),17173
Republic of Korea,2018,Tourism expenditure (millions of US dollars),19856
Republic of Moldova,2005,Tourist/visitor arrivals (thousands),67
Republic of Moldova,2010,Tourist/visitor arrivals (thousands),64
Republic of Moldova,2016,Tourist/visitor arrivals (thousands),121
Republic of Moldova,2017,Tourist/visitor arrivals (thousands),145
Republic of Moldova,2018,Tourist/visitor arrivals (thousands),160
Republic of Moldova,1995,Tourism expenditure (millions of US dollars),71
Republic of Moldova,2005,Tourism expenditure (millions of US dollars),138
Republic of Moldova,2010,Tourism expenditure (millions of US dollars),222
Republic of Moldova,2016,Tourism expenditure (millions of US dollars),344
Republic of Moldova,2017,Tourism expenditure (millions of US dollars),443
Republic of Moldova,2018,Tourism expenditure (millions of US dollars),500
R̩union,1995,Tourist/visitor arrivals (thousands),304
R̩union,2005,Tourist/visitor arrivals (thousands),409
R̩union,2010,Tourist/visitor arrivals (thousands),420
R̩union,2016,Tourist/visitor arrivals (thousands),458
R̩union,2017,Tourist/visitor arrivals (thousands),508
R̩union,2018,Tourist/visitor arrivals (thousands),535
R̩union,1995,Tourism expenditure (millions of US dollars),216
R̩union,2005,Tourism expenditure (millions of US dollars),364
R̩union,2010,Tourism expenditure (millions of US dollars),392
R̩union,2016,Tourism expenditure (millions of US dollars),343
R̩union,2017,Tourism expenditure (millions of US dollars),427
R̩union,2018,Tourism expenditure (millions of US dollars),495
Romania,1995,Tourist/visitor arrivals (thousands),5445
Romania,2005,Tourist/visitor arrivals (thousands),5839
Romania,2010,Tourist/visitor arrivals (thousands),7498
Romania,2016,Tourist/visitor arrivals (thousands),10223
Romania,2017,Tourist/visitor arrivals (thousands),10926
Romania,2018,Tourist/visitor arrivals (thousands),11720
Romania,1995,Tourism expenditure (millions of US dollars),689
Romania,2005,Tourism expenditure (millions of US dollars),1324
Romania,2010,Tourism expenditure (millions of US dollars),1631
Romania,2016,Tourism expenditure (millions of US dollars),2172
Romania,2017,Tourism expenditure (millions of US dollars),3008
Romania,2018,Tourism expenditure (millions of US dollars),3261
Russian Federation,1995,Tourist/visitor arrivals (thousands),10290
Russian Federation,2005,Tourist/visitor arrivals (thousands),22201
Russian Federation,2010,Tourist/visitor arrivals (thousands),22281
Russian Federation,2016,Tourist/visitor arrivals (thousands),24571
Russian Federation,2017,Tourist/visitor arrivals (thousands),24390
Russian Federation,2018,Tourist/visitor arrivals (thousands),24551
Russian Federation,2005,Tourism expenditure (millions of US dollars),7805
Russian Federation,2010,Tourism expenditure (millions of US dollars),13239
Russian Federation,2016,Tourism expenditure (millions of US dollars),12822
Russian Federation,2017,Tourism expenditure (millions of US dollars),14983
Russian Federation,2018,Tourism expenditure (millions of US dollars),18670
Rwanda,2010,Tourist/visitor arrivals (thousands),504
Rwanda,2016,Tourist/visitor arrivals (thousands),932
Rwanda,1995,Tourism expenditure (millions of US dollars),4
Rwanda,2005,Tourism expenditure (millions of US dollars),67
Rwanda,2010,Tourism expenditure (millions of US dollars),224
Rwanda,2016,Tourism expenditure (millions of US dollars),443
Rwanda,2017,Tourism expenditure (millions of US dollars),548
Rwanda,2018,Tourism expenditure (millions of US dollars),528
Saba,1995,Tourist/visitor arrivals (thousands),10
Saba,2005,Tourist/visitor arrivals (thousands),11.5
Saba,2010,Tourist/visitor arrivals (thousands),12.3
Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),79
Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),141
Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),98
Saint Kitts and Nevis,2016,Tourist/visitor arrivals (thousands),116
Saint Kitts and Nevis,2017,Tourist/visitor arrivals (thousands),115
Saint Kitts and Nevis,2018,Tourist/visitor arrivals (thousands),125
Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),63
Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),121
Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),90
Saint Kitts and Nevis,2016,Tourism expenditure (millions of US dollars),332
Saint Kitts and Nevis,2017,Tourism expenditure (millions of US dollars),355
Saint Kitts and Nevis,2018,Tourism expenditure (millions of US dollars),367
Saint Lucia,1995,Tourist/visitor arrivals (thousands),231
Saint Lucia,2005,Tourist/visitor arrivals (thousands),318
Saint Lucia,2010,Tourist/visitor arrivals (thousands),306
Saint Lucia,2016,Tourist/visitor arrivals (thousands),348
Saint Lucia,2017,Tourist/visitor arrivals (thousands),386
Saint Lucia,2018,Tourist/visitor arrivals (thousands),395
Saint Lucia,1995,Tourism expenditure (millions of US dollars),230
Saint Lucia,2005,Tourism expenditure (millions of US dollars),382
Saint Lucia,2010,Tourism expenditure (millions of US dollars),309
Saint Lucia,2016,Tourism expenditure (millions of US dollars),776
Saint Lucia,2017,Tourism expenditure (millions of US dollars),875
Saint Lucia,2018,Tourism expenditure (millions of US dollars),989
Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),60
Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),96
Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),72
Saint Vincent & Grenadines,2016,Tourist/visitor arrivals (thousands),79
Saint Vincent & Grenadines,2017,Tourist/visitor arrivals (thousands),76
Saint Vincent & Grenadines,2018,Tourist/visitor arrivals (thousands),80
Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),53
Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),104
Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),86
Saint Vincent & Grenadines,2016,Tourism expenditure (millions of US dollars),216
Saint Vincent & Grenadines,2017,Tourism expenditure (millions of US dollars),211
Saint Vincent & Grenadines,2018,Tourism expenditure (millions of US dollars),235
Samoa,1995,Tourist/visitor arrivals (thousands),68
Samoa,2005,Tourist/visitor arrivals (thousands),102
Samoa,2010,Tourist/visitor arrivals (thousands),122
Samoa,2016,Tourist/visitor arrivals (thousands),134
Samoa,2017,Tourist/visitor arrivals (thousands),146
Samoa,2018,Tourist/visitor arrivals (thousands),164
Samoa,1995,Tourism expenditure (millions of US dollars),35.6994
Samoa,2005,Tourism expenditure (millions of US dollars),73.8
Samoa,2010,Tourism expenditure (millions of US dollars),123.7
Samoa,2016,Tourism expenditure (millions of US dollars),148.7
Samoa,2017,Tourism expenditure (millions of US dollars),167
Samoa,2018,Tourism expenditure (millions of US dollars),191.3
San Marino,1995,Tourist/visitor arrivals (thousands),28
San Marino,2005,Tourist/visitor arrivals (thousands),50
San Marino,2010,Tourist/visitor arrivals (thousands),120
San Marino,2016,Tourist/visitor arrivals (thousands),60
San Marino,2017,Tourist/visitor arrivals (thousands),78
San Marino,2018,Tourist/visitor arrivals (thousands),84
Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),6.2
Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),15.8
Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),8
Sao Tome and Principe,2016,Tourist/visitor arrivals (thousands),28.9
Sao Tome and Principe,2017,Tourist/visitor arrivals (thousands),28.9
Sao Tome and Principe,2018,Tourist/visitor arrivals (thousands),33.4
Sao Tome and Principe,2016,Tourism expenditure (millions of US dollars),69.1
Sao Tome and Principe,2017,Tourism expenditure (millions of US dollars),65.9
Sao Tome and Principe,2018,Tourism expenditure (millions of US dollars),71.9
Saudi Arabia,1995,Tourist/visitor arrivals (thousands),3325
Saudi Arabia,2005,Tourist/visitor arrivals (thousands),8037
Saudi Arabia,2010,Tourist/visitor arrivals (thousands),10850
Saudi Arabia,2016,Tourist/visitor arrivals (thousands),18044
Saudi Arabia,2017,Tourist/visitor arrivals (thousands),16109
Saudi Arabia,2018,Tourist/visitor arrivals (thousands),15334
Saudi Arabia,2010,Tourism expenditure (millions of US dollars),7536
Saudi Arabia,2016,Tourism expenditure (millions of US dollars),13438
Saudi Arabia,2017,Tourism expenditure (millions of US dollars),15020
Saudi Arabia,2018,Tourism expenditure (millions of US dollars),16975
Senegal,2005,Tourist/visitor arrivals (thousands),769
Senegal,2010,Tourist/visitor arrivals (thousands),900
Senegal,2016,Tourist/visitor arrivals (thousands),1210
Senegal,2017,Tourist/visitor arrivals (thousands),1365
Senegal,1995,Tourism expenditure (millions of US dollars),168.1803
Senegal,2005,Tourism expenditure (millions of US dollars),334
Senegal,2010,Tourism expenditure (millions of US dollars),464
Senegal,2016,Tourism expenditure (millions of US dollars),438
Senegal,2017,Tourism expenditure (millions of US dollars),468
Serbia,2005,Tourist/visitor arrivals (thousands),453
Serbia,2010,Tourist/visitor arrivals (thousands),683
Serbia,2016,Tourist/visitor arrivals (thousands),1281
Serbia,2017,Tourist/visitor arrivals (thousands),1497
Serbia,2018,Tourist/visitor arrivals (thousands),1711
Serbia,2005,Tourism expenditure (millions of US dollars),308
Serbia,2010,Tourism expenditure (millions of US dollars),950
Serbia,2016,Tourism expenditure (millions of US dollars),1461
Serbia,2017,Tourism expenditure (millions of US dollars),1706
Serbia,2018,Tourism expenditure (millions of US dollars),1921
Seychelles,1995,Tourist/visitor arrivals (thousands),121
Seychelles,2005,Tourist/visitor arrivals (thousands),129
Seychelles,2010,Tourist/visitor arrivals (thousands),175
Seychelles,2016,Tourist/visitor arrivals (thousands),303
Seychelles,2017,Tourist/visitor arrivals (thousands),350
Seychelles,2018,Tourist/visitor arrivals (thousands),362
Seychelles,1995,Tourism expenditure (millions of US dollars),224
Seychelles,2005,Tourism expenditure (millions of US dollars),269
Seychelles,2010,Tourism expenditure (millions of US dollars),352
Seychelles,2016,Tourism expenditure (millions of US dollars),505
Seychelles,2017,Tourism expenditure (millions of US dollars),585
Seychelles,2018,Tourism expenditure (millions of US dollars),611
Sierra Leone,1995,Tourist/visitor arrivals (thousands),13.8
Sierra Leone,2005,Tourist/visitor arrivals (thousands),40
Sierra Leone,2010,Tourist/visitor arrivals (thousands),39
Sierra Leone,2016,Tourist/visitor arrivals (thousands),55
Sierra Leone,2017,Tourist/visitor arrivals (thousands),51
Sierra Leone,2018,Tourist/visitor arrivals (thousands),57
Sierra Leone,1995,Tourism expenditure (millions of US dollars),57
Sierra Leone,2005,Tourism expenditure (millions of US dollars),64
Sierra Leone,2010,Tourism expenditure (millions of US dollars),26
Sierra Leone,2016,Tourism expenditure (millions of US dollars),41
Sierra Leone,2017,Tourism expenditure (millions of US dollars),39
Sierra Leone,2018,Tourism expenditure (millions of US dollars),39
Singapore,1995,Tourist/visitor arrivals (thousands),6070
Singapore,2005,Tourist/visitor arrivals (thousands),7079
Singapore,2010,Tourist/visitor arrivals (thousands),9161
Singapore,2016,Tourist/visitor arrivals (thousands),12913
Singapore,2017,Tourist/visitor arrivals (thousands),13903
Singapore,2018,Tourist/visitor arrivals (thousands),14673
Singapore,1995,Tourism expenditure (millions of US dollars),7611
Singapore,2005,Tourism expenditure (millions of US dollars),6209
Singapore,2010,Tourism expenditure (millions of US dollars),14178
Singapore,2016,Tourism expenditure (millions of US dollars),18944
Singapore,2017,Tourism expenditure (millions of US dollars),19891
Singapore,2018,Tourism expenditure (millions of US dollars),20416
Sint Eustatius,1995,Tourist/visitor arrivals (thousands),8.8
Sint Eustatius,2005,Tourist/visitor arrivals (thousands),10.4
Sint Eustatius,2010,Tourist/visitor arrivals (thousands),11.4
Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),460
Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),468
Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),443
Sint Maarten (Dutch part),2016,Tourist/visitor arrivals (thousands),528
Sint Maarten (Dutch part),2017,Tourist/visitor arrivals (thousands),402
Sint Maarten (Dutch part),2018,Tourist/visitor arrivals (thousands),178
Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),681
Sint Maarten (Dutch part),2016,Tourism expenditure (millions of US dollars),871
Sint Maarten (Dutch part),2017,Tourism expenditure (millions of US dollars),646
Sint Maarten (Dutch part),2018,Tourism expenditure (millions of US dollars),468
Slovakia,1995,Tourist/visitor arrivals (thousands),903
Slovakia,2005,Tourist/visitor arrivals (thousands),1515
Slovakia,2010,Tourist/visitor arrivals (thousands),1327
Slovakia,2016,Tourist/visitor arrivals (thousands),2027
Slovakia,2017,Tourist/visitor arrivals (thousands),2162
Slovakia,2018,Tourist/visitor arrivals (thousands),2256
Slovakia,1995,Tourism expenditure (millions of US dollars),630
Slovakia,2005,Tourism expenditure (millions of US dollars),1282
Slovakia,2010,Tourism expenditure (millions of US dollars),2334
Slovakia,2016,Tourism expenditure (millions of US dollars),2812
Slovakia,2017,Tourism expenditure (millions of US dollars),3024
Slovakia,2018,Tourism expenditure (millions of US dollars),3318
Slovenia,1995,Tourist/visitor arrivals (thousands),732
Slovenia,2005,Tourist/visitor arrivals (thousands),1555
Slovenia,2010,Tourist/visitor arrivals (thousands),2049
Slovenia,2016,Tourist/visitor arrivals (thousands),3397
Slovenia,2017,Tourist/visitor arrivals (thousands),3991
Slovenia,2018,Tourist/visitor arrivals (thousands),4425
Slovenia,1995,Tourism expenditure (millions of US dollars),1128
Slovenia,2005,Tourism expenditure (millions of US dollars),1894
Slovenia,2010,Tourism expenditure (millions of US dollars),2808
Slovenia,2016,Tourism expenditure (millions of US dollars),2717
Slovenia,2017,Tourism expenditure (millions of US dollars),3057
Slovenia,2018,Tourism expenditure (millions of US dollars),3378
Solomon Islands,1995,Tourist/visitor arrivals (thousands),11.8
Solomon Islands,2005,Tourist/visitor arrivals (thousands),9.4
Solomon Islands,2010,Tourist/visitor arrivals (thousands),20.5
Solomon Islands,2016,Tourist/visitor arrivals (thousands),23.2
Solomon Islands,2017,Tourist/visitor arrivals (thousands),25.7
Solomon Islands,2018,Tourist/visitor arrivals (thousands),27.9
Solomon Islands,1995,Tourism expenditure (millions of US dollars),17.1
Solomon Islands,2005,Tourism expenditure (millions of US dollars),6.4
Solomon Islands,2010,Tourism expenditure (millions of US dollars),50.8
Solomon Islands,2016,Tourism expenditure (millions of US dollars),71
Solomon Islands,2017,Tourism expenditure (millions of US dollars),79
Solomon Islands,2018,Tourism expenditure (millions of US dollars),92
South Africa,1995,Tourist/visitor arrivals (thousands),4488
South Africa,2005,Tourist/visitor arrivals (thousands),7369
South Africa,2010,Tourist/visitor arrivals (thousands),8074
South Africa,2016,Tourist/visitor arrivals (thousands),10044
South Africa,2017,Tourist/visitor arrivals (thousands),10285
South Africa,2018,Tourist/visitor arrivals (thousands),10472
South Africa,1995,Tourism expenditure (millions of US dollars),2654
South Africa,2005,Tourism expenditure (millions of US dollars),8629
South Africa,2010,Tourism expenditure (millions of US dollars),10309
South Africa,2016,Tourism expenditure (millions of US dollars),8807
South Africa,2017,Tourism expenditure (millions of US dollars),9706
South Africa,2018,Tourism expenditure (millions of US dollars),9789
South Sudan,2016,Tourism expenditure (millions of US dollars),23.5
South Sudan,2017,Tourism expenditure (millions of US dollars),26
South Sudan,2018,Tourism expenditure (millions of US dollars),12
Spain,1995,Tourist/visitor arrivals (thousands),32971
Spain,2005,Tourist/visitor arrivals (thousands),55914
Spain,2010,Tourist/visitor arrivals (thousands),52677
Spain,2016,Tourist/visitor arrivals (thousands),75315
Spain,2017,Tourist/visitor arrivals (thousands),81869
Spain,2018,Tourist/visitor arrivals (thousands),82773
Spain,1995,Tourism expenditure (millions of US dollars),25368
Spain,2005,Tourism expenditure (millions of US dollars),51959
Spain,2010,Tourism expenditure (millions of US dollars),58348
Spain,2016,Tourism expenditure (millions of US dollars),66982
Spain,2017,Tourism expenditure (millions of US dollars),75906
Spain,2018,Tourism expenditure (millions of US dollars),81250
Sri Lanka,1995,Tourist/visitor arrivals (thousands),403
Sri Lanka,2005,Tourist/visitor arrivals (thousands),549
Sri Lanka,2010,Tourist/visitor arrivals (thousands),654
Sri Lanka,2016,Tourist/visitor arrivals (thousands),2051
Sri Lanka,2017,Tourist/visitor arrivals (thousands),2116.4
Sri Lanka,2018,Tourist/visitor arrivals (thousands),2334
Sri Lanka,1995,Tourism expenditure (millions of US dollars),367
Sri Lanka,2005,Tourism expenditure (millions of US dollars),729
Sri Lanka,2010,Tourism expenditure (millions of US dollars),1044
Sri Lanka,2016,Tourism expenditure (millions of US dollars),4591
Sri Lanka,2017,Tourism expenditure (millions of US dollars),5083
Sri Lanka,2018,Tourism expenditure (millions of US dollars),5608
State of Palestine,2005,Tourist/visitor arrivals (thousands),88
State of Palestine,2010,Tourist/visitor arrivals (thousands),522
State of Palestine,2016,Tourist/visitor arrivals (thousands),400
State of Palestine,2017,Tourist/visitor arrivals (thousands),503
State of Palestine,2018,Tourist/visitor arrivals (thousands),606
State of Palestine,1995,Tourism expenditure (millions of US dollars),255
State of Palestine,2005,Tourism expenditure (millions of US dollars),52
State of Palestine,2010,Tourism expenditure (millions of US dollars),409
State of Palestine,2016,Tourism expenditure (millions of US dollars),235
State of Palestine,2017,Tourism expenditure (millions of US dollars),225
State of Palestine,2018,Tourism expenditure (millions of US dollars),245
Sudan,1995,Tourist/visitor arrivals (thousands),29
